time_bin,time,temperature,dewpoint,humidity,precipitation,windspeed,winddirection,pressure
2020-01-01 08:50:00,2020-01-01 09:00:00,37.94,-2.2,67.0,0.0,24.1,280.0,1005.4
2020-01-01 09:05:00,,38.209999999999994,-2.5,65.0,0.0,26.450000000000003,277.5,1005.475
2020-01-01 09:20:00,,38.48,-2.8,63.0,0.0,28.8,275.0,1005.55
2020-01-01 09:35:00,,38.75,-3.1,61.0,0.0,31.15,272.5,1005.625
2020-01-01 09:50:00,2020-01-01 10:00:00,39.019999999999996,-3.4,59.0,0.0,33.5,270.0,1005.7
2020-01-01 10:05:00,,38.525,-3.375,60.25,0.0,33.5,270.0,1005.825
2020-01-01 10:20:00,,38.03,-3.3499999999999996,61.5,0.0,33.5,270.0,1005.95
2020-01-01 10:35:00,,37.535,-3.3249999999999997,62.75,0.0,33.5,270.0,1006.075
2020-01-01 10:50:00,2020-01-01 11:00:00,37.04,-3.3,64.0,0.0,33.5,270.0,1006.2
2020-01-01 11:05:00,,37.04,-3.0,65.5,0.0,32.05,272.5,1006.225
2020-01-01 11:20:00,,37.04,-2.7,67.0,0.0,30.6,275.0,1006.25
2020-01-01 11:35:00,,37.04,-2.4,68.5,0.0,29.15,277.5,1006.275
2020-01-01 11:50:00,2020-01-01 12:00:00,37.04,-2.1,70.0,0.0,27.7,280.0,1006.3
2020-01-01 12:05:00,,37.265,-2.4,68.0,0.0,26.35,275.0,1006.4
2020-01-01 12:20:00,,37.489999999999995,-2.7,66.0,0.0,25.0,270.0,1006.5
2020-01-01 12:35:00,,37.714999999999996,-3.0,64.0,0.0,23.65,265.0,1006.6
2020-01-01 12:50:00,2020-01-01 13:00:00,37.94,-3.3,62.0,0.0,22.3,260.0,1006.7
2020-01-01 13:05:00,,37.94,-3.4749999999999996,61.25,0.0,26.0,262.5,1006.95
2020-01-01 13:20:00,,37.94,-3.65,60.5,0.0,29.700000000000003,265.0,1007.2
2020-01-01 13:35:00,,37.94,-3.825,59.75,0.0,33.400000000000006,267.5,1007.45
2020-01-01 13:50:00,2020-01-01 14:00:00,37.94,-4.0,59.0,0.0,37.1,270.0,1007.7
2020-01-01 14:05:00,,38.209999999999994,-4.4,56.75,0.0,34.75,270.0,1007.825
2020-01-01 14:20:00,,38.48,-4.8,54.5,0.0,32.4,270.0,1007.95
2020-01-01 14:35:00,,38.75,-5.199999999999999,52.25,0.0,30.05,270.0,1008.075
2020-01-01 14:50:00,2020-01-01 15:00:00,39.019999999999996,-5.6,50.0,0.0,27.7,270.0,1008.2
2020-01-01 15:05:00,,39.019999999999996,-5.725,49.5,0.0,30.05,272.5,1008.1500000000001
2020-01-01 15:20:00,,39.019999999999996,-5.85,49.0,0.0,32.4,275.0,1008.1
2020-01-01 15:35:00,,39.019999999999996,-5.975,48.5,0.0,34.75,277.5,1008.05
2020-01-01 15:50:00,2020-01-01 16:00:00,39.019999999999996,-6.1,48.0,0.0,37.1,280.0,1008.0
2020-01-01 16:05:00,,39.785,-6.074999999999999,46.75,0.0,36.2,277.5,1007.875
2020-01-01 16:20:00,,40.55,-6.05,45.5,0.0,35.3,275.0,1007.75
2020-01-01 16:35:00,,41.315,-6.025,44.25,0.0,34.4,272.5,1007.625
2020-01-01 16:50:00,2020-01-01 17:00:00,42.08,-6.0,43.0,0.0,33.5,270.0,1007.5
2020-01-01 17:05:00,,41.315,-6.175,43.75,0.0,34.4,280.0,1007.425
2020-01-01 17:20:00,,40.55,-6.35,44.5,0.0,35.3,290.0,1007.35
2020-01-01 17:35:00,,39.785,-6.525,45.25,0.0,36.2,300.0,1007.2750000000001
2020-01-01 17:50:00,2020-01-01 18:00:00,39.019999999999996,-6.7,46.0,0.0,37.1,310.0,1007.2
2020-01-01 18:05:00,,39.019999999999996,-6.7,46.0,0.0,33.85,305.0,1007.2750000000001
2020-01-01 18:20:00,,39.019999999999996,-6.7,46.0,0.0,30.6,300.0,1007.35
2020-01-01 18:35:00,,39.019999999999996,-6.7,46.0,0.0,27.35,295.0,1007.425
2020-01-01 18:50:00,2020-01-01 19:00:00,39.019999999999996,-6.7,46.0,0.0,24.1,290.0,1007.5
2020-01-01 19:05:00,,39.019999999999996,-6.7,46.0,0.0,24.55,287.5,1007.675
2020-01-01 19:20:00,,39.019999999999996,-6.7,46.0,0.0,25.0,285.0,1007.85
2020-01-01 19:35:00,,39.019999999999996,-6.7,46.0,0.0,25.45,282.5,1008.0250000000001
2020-01-01 19:50:00,2020-01-01 20:00:00,39.019999999999996,-6.7,46.0,0.0,25.9,280.0,1008.2
2020-01-01 20:05:00,,39.019999999999996,-6.55,46.5,0.0,26.799999999999997,282.5,1008.4250000000001
2020-01-01 20:20:00,,39.019999999999996,-6.4,47.0,0.0,27.7,285.0,1008.6500000000001
2020-01-01 20:35:00,,39.019999999999996,-6.25,47.5,0.0,28.6,287.5,1008.875
2020-01-01 20:50:00,2020-01-01 21:00:00,39.019999999999996,-6.1,48.0,0.0,29.5,290.0,1009.1
2020-01-01 21:05:00,,38.75,-5.975,49.0,0.0,29.5,285.0,1009.375
2020-01-01 21:20:00,,38.48,-5.85,50.0,0.0,29.5,280.0,1009.6500000000001
2020-01-01 21:35:00,,38.209999999999994,-5.725,51.0,0.0,29.5,275.0,1009.9250000000001
2020-01-01 21:50:00,2020-01-01 22:00:00,37.94,-5.6,52.0,0.0,29.5,270.0,1010.2
2020-01-01 22:05:00,,37.94,-5.6,52.0,0.0,29.5,270.0,1010.325
2020-01-01 22:20:00,,37.94,-5.6,52.0,0.0,29.5,270.0,1010.45
2020-01-01 22:35:00,,37.94,-5.6,52.0,0.0,29.5,270.0,1010.575
2020-01-01 22:50:00,2020-01-01 23:00:00,37.94,-5.6,52.0,0.0,29.5,270.0,1010.7
2020-01-01 23:05:00,,37.714999999999996,-5.6,52.5,0.0,28.6,270.0,1010.875
2020-01-01 23:20:00,,37.489999999999995,-5.6,53.0,0.0,27.7,270.0,1011.05
2020-01-01 23:35:00,,37.265,-5.6,53.5,0.0,26.799999999999997,270.0,1011.225
2020-01-01 23:50:00,2020-01-02 00:00:00,37.04,-5.6,54.0,0.0,25.9,270.0,1011.4
2020-01-02 00:05:00,,37.04,-5.6,54.0,0.0,26.349999999999998,272.5,1011.55
2020-01-02 00:20:00,,37.04,-5.6,54.0,0.0,26.799999999999997,275.0,1011.7
2020-01-02 00:35:00,,37.04,-5.6,54.0,0.0,27.25,277.5,1011.85
2020-01-02 00:50:00,2020-01-02 01:00:00,37.04,-5.6,54.0,0.0,27.7,280.0,1012.0
2020-01-02 01:05:00,,36.769999999999996,-5.75,54.0,0.0,27.7,282.5,1012.1
2020-01-02 01:20:00,,36.5,-5.9,54.0,0.0,27.7,285.0,1012.2
2020-01-02 01:35:00,,36.230000000000004,-6.05,54.0,0.0,27.7,287.5,1012.3
2020-01-02 01:50:00,2020-01-02 02:00:00,35.96,-6.2,54.0,0.0,27.7,290.0,1012.4
2020-01-02 02:05:00,,35.735,-6.175,54.5,0.0,26.35,292.5,1012.525
2020-01-02 02:20:00,,35.510000000000005,-6.15,55.0,0.0,25.0,295.0,1012.65
2020-01-02 02:35:00,,35.285000000000004,-6.125,55.5,0.0,23.65,297.5,1012.775
2020-01-02 02:50:00,2020-01-02 03:00:00,35.06,-6.1,56.0,0.0,22.3,300.0,1012.9
2020-01-02 03:05:00,,35.06,-6.225,55.5,0.0,22.3,300.0,1012.925
2020-01-02 03:20:00,,35.06,-6.35,55.0,0.0,22.3,300.0,1012.95
2020-01-02 03:35:00,,35.06,-6.475,54.5,0.0,22.3,300.0,1012.975
2020-01-02 03:50:00,2020-01-02 04:00:00,35.06,-6.6,54.0,0.0,22.3,300.0,1013.0
2020-01-02 04:05:00,,34.79,-6.35,55.75,0.0,21.325,292.5,1013.1
2020-01-02 04:20:00,,34.519999999999996,-6.1,57.5,0.0,20.35,285.0,1013.2
2020-01-02 04:35:00,,34.25,-5.85,59.25,0.0,19.375,277.5,1013.3
2020-01-02 04:50:00,2020-01-02 05:00:00,33.98,-5.6,61.0,0.0,18.4,270.0,1013.4
2020-01-02 05:05:00,,33.754999999999995,-5.449999999999999,62.25,0.0,17.95,265.0,1013.375
2020-01-02 05:20:00,,33.53,-5.3,63.5,0.0,17.5,260.0,1013.3499999999999
2020-01-02 05:35:00,,33.305,-5.15,64.75,0.0,17.05,255.0,1013.3249999999999
2020-01-02 05:50:00,2020-01-02 06:00:00,33.08,-5.0,66.0,0.0,16.6,250.0,1013.3
2020-01-02 06:05:00,,33.08,-4.85,66.75,0.0,17.05,250.0,1013.5
2020-01-02 06:20:00,,33.08,-4.7,67.5,0.0,17.5,250.0,1013.7
2020-01-02 06:35:00,,33.08,-4.550000000000001,68.25,0.0,17.95,250.0,1013.9
2020-01-02 06:50:00,2020-01-02 07:00:00,33.08,-4.4,69.0,0.0,18.4,250.0,1014.1
2020-01-02 07:05:00,,33.08,-4.4,69.0,0.0,17.95,250.0,1014.15
2020-01-02 07:20:00,,33.08,-4.4,69.0,0.0,17.5,250.0,1014.2
2020-01-02 07:35:00,,33.08,-4.4,69.0,0.0,17.05,250.0,1014.25
2020-01-02 07:50:00,2020-01-02 08:00:00,33.08,-4.4,69.0,0.0,16.6,250.0,1014.3
2020-01-02 08:05:00,,33.08,-4.275,69.75,0.0,17.575000000000003,252.5,1014.3499999999999
2020-01-02 08:20:00,,33.08,-4.15,70.5,0.0,18.55,255.0,1014.4
2020-01-02 08:35:00,,33.08,-4.025,71.25,0.0,19.525,257.5,1014.45
2020-01-02 08:50:00,2020-01-02 09:00:00,33.08,-3.9,72.0,0.0,20.5,260.0,1014.5
2020-01-02 09:05:00,,33.08,-3.9,72.0,0.0,20.5,260.0,1014.575
2020-01-02 09:20:00,,33.08,-3.9,72.0,0.0,20.5,260.0,1014.65
2020-01-02 09:35:00,,33.08,-3.9,72.0,0.0,20.5,260.0,1014.7249999999999
2020-01-02 09:50:00,2020-01-02 10:00:00,33.08,-3.9,72.0,0.0,20.5,260.0,1014.8
2020-01-02 10:05:00,,33.08,-3.9,72.0,0.0,19.975,257.5,1014.9
2020-01-02 10:20:00,,33.08,-3.9,72.0,0.0,19.45,255.0,1015.0
2020-01-02 10:35:00,,33.08,-3.9,72.0,0.0,18.924999999999997,252.5,1015.1
2020-01-02 10:50:00,2020-01-02 11:00:00,33.08,-3.9,72.0,0.0,18.4,250.0,1015.2
2020-01-02 11:05:00,,32.81,-3.775,73.5,0.0,17.95,247.5,1015.2750000000001
2020-01-02 11:20:00,,32.54,-3.65,75.0,0.0,17.5,245.0,1015.35
2020-01-02 11:35:00,,32.269999999999996,-3.525,76.5,0.0,17.05,242.5,1015.425
2020-01-02 11:50:00,2020-01-02 12:00:00,32.0,-3.4,78.0,0.0,16.6,240.0,1015.5
2020-01-02 12:05:00,,32.495,-3.25,77.25,0.0,16.150000000000002,240.0,1015.575
2020-01-02 12:20:00,,32.989999999999995,-3.0999999999999996,76.5,0.0,15.700000000000001,240.0,1015.65
2020-01-02 12:35:00,,33.485,-2.9499999999999997,75.75,0.0,15.25,240.0,1015.7249999999999
2020-01-02 12:50:00,2020-01-02 13:00:00,33.98,-2.8,75.0,0.0,14.8,240.0,1015.8
2020-01-02 13:05:00,,34.745,-2.625,73.75,0.0,13.9,237.5,1015.8249999999999
2020-01-02 13:20:00,,35.51,-2.45,72.5,0.0,13.0,235.0,1015.8499999999999
2020-01-02 13:35:00,,36.275,-2.275,71.25,0.0,12.1,232.5,1015.875
2020-01-02 13:50:00,2020-01-02 14:00:00,37.04,-2.1,70.0,0.0,11.2,230.0,1015.9
2020-01-02 14:05:00,,37.76,-1.875,69.25,0.0,11.2,232.5,1016.05
2020-01-02 14:20:00,,38.480000000000004,-1.65,68.5,0.0,11.2,235.0,1016.2
2020-01-02 14:35:00,,39.2,-1.425,67.75,0.0,11.2,237.5,1016.35
2020-01-02 14:50:00,2020-01-02 15:00:00,39.92,-1.2,67.0,0.0,11.2,240.0,1016.5
2020-01-02 15:05:00,,40.19,-1.05,67.0,0.0,11.2,237.5,1016.25
2020-01-02 15:20:00,,40.46,-0.8999999999999999,67.0,0.0,11.2,235.0,1016.0
2020-01-02 15:35:00,,40.730000000000004,-0.75,67.0,0.0,11.2,232.5,1015.75
2020-01-02 15:50:00,2020-01-02 16:00:00,41.0,-0.6,67.0,0.0,11.2,230.0,1015.5
2020-01-02 16:05:00,,41.495000000000005,-0.6,65.75,0.0,12.1,232.5,1015.35
2020-01-02 16:20:00,,41.99,-0.6,64.5,0.0,13.0,235.0,1015.2
2020-01-02 16:35:00,,42.485,-0.6,63.25,0.0,13.9,237.5,1015.05
2020-01-02 16:50:00,2020-01-02 17:00:00,42.980000000000004,-0.6,62.0,0.0,14.8,240.0,1014.9
2020-01-02 17:05:00,,43.25,-0.7,61.0,0.0,14.350000000000001,230.0,1014.7
2020-01-02 17:20:00,,43.52,-0.8,60.0,0.0,13.9,220.0,1014.5
2020-01-02 17:35:00,,43.790000000000006,-0.9,59.0,0.0,13.45,210.0,1014.3
2020-01-02 17:50:00,2020-01-02 18:00:00,44.06,-1.0,58.0,0.0,13.0,200.0,1014.1
2020-01-02 18:05:00,,44.555,-0.025000000000000022,61.25,0.0,13.45,202.5,1014.025
2020-01-02 18:20:00,,45.05,0.95,64.5,0.0,13.9,205.0,1013.95
2020-01-02 18:35:00,,45.545,1.9249999999999998,67.75,0.0,14.350000000000001,207.5,1013.875
2020-01-02 18:50:00,2020-01-02 19:00:00,46.04,2.9,71.0,0.0,14.8,210.0,1013.8
2020-01-02 19:05:00,,46.265,2.85,70.25,0.0,17.125,205.0,1013.6999999999999
2020-01-02 19:20:00,,46.489999999999995,2.8,69.5,0.0,19.450000000000003,200.0,1013.5999999999999
2020-01-02 19:35:00,,46.714999999999996,2.75,68.75,0.0,21.775000000000002,195.0,1013.5
2020-01-02 19:50:00,2020-01-02 20:00:00,46.94,2.7,68.0,0.0,24.1,190.0,1013.4
2020-01-02 20:05:00,,46.445,3.0250000000000004,71.0,0.0,23.650000000000002,190.0,1013.3
2020-01-02 20:20:00,,45.95,3.35,74.0,0.0,23.200000000000003,190.0,1013.2
2020-01-02 20:35:00,,45.455,3.675,77.0,0.0,22.75,190.0,1013.1
2020-01-02 20:50:00,2020-01-02 21:00:00,44.96,4.0,80.0,0.0,22.3,190.0,1013.0
2020-01-02 21:05:00,,44.735,4.25,82.25,0.0,21.85,190.0,1012.95
2020-01-02 21:20:00,,44.510000000000005,4.5,84.5,0.0,21.4,190.0,1012.9
2020-01-02 21:35:00,,44.285000000000004,4.75,86.75,0.0,20.95,190.0,1012.8499999999999
2020-01-02 21:50:00,2020-01-02 22:00:00,44.06,5.0,89.0,0.0,20.5,190.0,1012.8
2020-01-02 22:05:00,,44.06,5.15,90.0,0.0,20.5,190.0,1012.775
2020-01-02 22:20:00,,44.06,5.3,91.0,0.0,20.5,190.0,1012.75
2020-01-02 22:35:00,,44.06,5.449999999999999,92.0,0.0,20.5,190.0,1012.725
2020-01-02 22:50:00,2020-01-02 23:00:00,44.06,5.6,93.0,0.0,20.5,190.0,1012.7
2020-01-02 23:05:00,,44.06,5.449999999999999,92.0,0.0,19.975,192.5,1012.625
2020-01-02 23:20:00,,44.06,5.3,91.0,0.0,19.45,195.0,1012.55
2020-01-02 23:35:00,,44.06,5.15,90.0,0.0,18.924999999999997,197.5,1012.475
2020-01-02 23:50:00,2020-01-03 00:00:00,44.06,5.0,89.0,0.0,18.4,200.0,1012.4
2020-01-03 00:05:00,,43.790000000000006,4.425,86.5,0.0,17.049999999999997,205.0,1012.45
2020-01-03 00:20:00,,43.52,3.85,84.0,0.0,15.7,210.0,1012.5
2020-01-03 00:35:00,,43.25,3.2750000000000004,81.5,0.0,14.35,215.0,1012.55
2020-01-03 00:50:00,2020-01-03 01:00:00,42.980000000000004,2.7,79.0,0.0,13.0,220.0,1012.6
2020-01-03 01:05:00,,42.755,2.725,79.75,0.0,13.0,217.5,1012.65
2020-01-03 01:20:00,,42.53,2.75,80.5,0.0,13.0,215.0,1012.7
2020-01-03 01:35:00,,42.305,2.775,81.25,0.0,13.0,212.5,1012.75
2020-01-03 01:50:00,2020-01-03 02:00:00,42.08,2.8,82.0,0.0,13.0,210.0,1012.8
2020-01-03 02:05:00,,42.305,2.775,81.25,0.0,12.1,202.5,1012.5749999999999
2020-01-03 02:20:00,,42.53,2.75,80.5,0.0,11.2,195.0,1012.3499999999999
2020-01-03 02:35:00,,42.755,2.725,79.75,0.0,10.3,187.5,1012.125
2020-01-03 02:50:00,2020-01-03 03:00:00,42.980000000000004,2.7,79.0,0.0,9.4,180.0,1011.9
2020-01-03 03:05:00,,42.755,2.725,79.75,0.0,8.4,175.0,1011.75
2020-01-03 03:20:00,,42.53,2.75,80.5,0.0,7.4,170.0,1011.5999999999999
2020-01-03 03:35:00,,42.305,2.775,81.25,0.0,6.4,165.0,1011.4499999999999
2020-01-03 03:50:00,2020-01-03 04:00:00,42.08,2.8,82.0,0.0,5.4,160.0,1011.3
2020-01-03 04:05:00,,42.08,2.925,82.75,0.0,5.4,152.5,1011.0749999999999
2020-01-03 04:20:00,,42.08,3.05,83.5,0.0,5.4,145.0,1010.8499999999999
2020-01-03 04:35:00,,42.08,3.175,84.25,0.0,5.4,137.5,1010.625
2020-01-03 04:50:00,2020-01-03 05:00:00,42.08,3.3,85.0,0.0,5.4,130.0,1010.4
2020-01-03 05:05:00,,42.575,3.425,84.25,0.0,6.4,135.0,1010.25
2020-01-03 05:20:00,,43.07,3.55,83.5,0.0,7.4,140.0,1010.0999999999999
2020-01-03 05:35:00,,43.565,3.675,82.75,0.0,8.4,145.0,1009.9499999999999
2020-01-03 05:50:00,2020-01-03 06:00:00,44.06,3.8,82.0,0.0,9.4,150.0,1009.8
2020-01-03 06:05:00,,43.790000000000006,3.95,83.75,0.0,7.050000000000001,170.0,1009.9749999999999
2020-01-03 06:20:00,,43.52,4.1,85.5,0.0,4.7,190.0,1010.15
2020-01-03 06:35:00,,43.25,4.25,87.25,0.0,2.3499999999999996,210.0,1010.325
2020-01-03 06:50:00,2020-01-03 07:00:00,42.980000000000004,4.4,89.0,0.0,0.0,230.0,1010.5
2020-01-03 07:05:00,,43.25,4.25,87.25,0.0,1.35,230.0,1010.475
2020-01-03 07:20:00,,43.52,4.1,85.5,0.0,2.7,230.0,1010.45
2020-01-03 07:35:00,,43.790000000000006,3.95,83.75,0.0,4.050000000000001,230.0,1010.425
2020-01-03 07:50:00,2020-01-03 08:00:00,44.06,3.8,82.0,0.0,5.4,230.0,1010.4
2020-01-03 08:05:00,,44.06,3.8,82.0,0.0,5.95,235.0,1010.35
2020-01-03 08:20:00,,44.06,3.8,82.0,0.0,6.5,240.0,1010.3
2020-01-03 08:35:00,,44.06,3.8,82.0,0.0,7.05,245.0,1010.25
2020-01-03 08:50:00,2020-01-03 09:00:00,44.06,3.8,82.0,0.0,7.6,250.0,1010.2
2020-01-03 09:05:00,,44.06,4.1,83.75,0.002952755905511811,8.5,240.0,1010.325
2020-01-03 09:20:00,,44.06,4.4,85.5,0.005905511811023622,9.399999999999999,230.0,1010.45
2020-01-03 09:35:00,,44.06,4.7,87.25,0.008858267716535433,10.299999999999999,220.0,1010.575
2020-01-03 09:50:00,2020-01-03 10:00:00,44.06,5.0,89.0,0.011811023622047244,11.2,210.0,1010.7
2020-01-03 10:05:00,,44.06,5.15,90.0,0.013779527559055118,11.649999999999999,215.0,1010.8000000000001
2020-01-03 10:20:00,,44.06,5.3,91.0,0.015748031496062992,12.1,220.0,1010.9000000000001
2020-01-03 10:35:00,,44.06,5.449999999999999,92.0,0.017716535433070866,12.55,225.0,1011.0
2020-01-03 10:50:00,2020-01-03 11:00:00,44.06,5.6,93.0,0.01968503937007874,13.0,230.0,1011.1
2020-01-03 11:05:00,,43.790000000000006,5.625,94.0,0.017716535433070866,12.1,225.0,1010.875
2020-01-03 11:20:00,,43.52,5.65,95.0,0.015748031496062992,11.2,220.0,1010.6500000000001
2020-01-03 11:35:00,,43.25,5.675,96.0,0.013779527559055118,10.3,215.0,1010.4250000000001
2020-01-03 11:50:00,2020-01-03 12:00:00,42.980000000000004,5.7,97.0,0.011811023622047244,9.4,210.0,1010.2
2020-01-03 12:05:00,,43.25,5.8,96.75,0.01673228346456693,10.3,210.0,1010.3000000000001
2020-01-03 12:20:00,,43.52,5.9,96.5,0.021653543307086617,11.2,210.0,1010.4000000000001
2020-01-03 12:35:00,,43.790000000000006,6.0,96.25,0.026574803149606304,12.1,210.0,1010.5
2020-01-03 12:50:00,2020-01-03 13:00:00,44.06,6.1,96.0,0.03149606299212599,13.0,210.0,1010.6
2020-01-03 13:05:00,,44.06,6.25,97.0,0.026574803149606304,13.45,207.5,1010.675
2020-01-03 13:20:00,,44.06,6.4,98.0,0.021653543307086617,13.9,205.0,1010.75
2020-01-03 13:35:00,,44.06,6.55,99.0,0.01673228346456693,14.350000000000001,202.5,1010.825
2020-01-03 13:50:00,2020-01-03 14:00:00,44.06,6.7,100.0,0.011811023622047244,14.8,200.0,1010.9
2020-01-03 14:05:00,,44.06,6.7,100.0,0.01673228346456693,14.350000000000001,205.0,1011.05
2020-01-03 14:20:00,,44.06,6.7,100.0,0.021653543307086617,13.9,210.0,1011.2
2020-01-03 14:35:00,,44.06,6.7,100.0,0.026574803149606304,13.45,215.0,1011.35
2020-01-03 14:50:00,2020-01-03 15:00:00,44.06,6.7,100.0,0.03149606299212599,13.0,220.0,1011.5
2020-01-03 15:05:00,,44.06,6.7,100.0,0.028543307086614178,12.1,220.0,1011.225
2020-01-03 15:20:00,,44.06,6.7,100.0,0.025590551181102365,11.2,220.0,1010.95
2020-01-03 15:35:00,,44.06,6.7,100.0,0.022637795275590553,10.3,220.0,1010.675
2020-01-03 15:50:00,2020-01-03 16:00:00,44.06,6.7,100.0,0.01968503937007874,9.4,220.0,1010.4
2020-01-03 16:05:00,,44.285000000000004,6.825,100.0,0.014763779527559055,9.85,217.5,1010.05
2020-01-03 16:20:00,,44.510000000000005,6.95,100.0,0.00984251968503937,10.3,215.0,1009.7
2020-01-03 16:35:00,,44.735,7.075,100.0,0.004921259842519685,10.75,212.5,1009.35
2020-01-03 16:50:00,2020-01-03 17:00:00,44.96,7.2,100.0,0.0,11.2,210.0,1009.0
2020-01-03 17:05:00,,44.96,7.2,100.0,0.0,11.2,212.5,1008.8
2020-01-03 17:20:00,,44.96,7.2,100.0,0.0,11.2,215.0,1008.6
2020-01-03 17:35:00,,44.96,7.2,100.0,0.0,11.2,217.5,1008.4000000000001
2020-01-03 17:50:00,2020-01-03 18:00:00,44.96,7.2,100.0,0.0,11.2,220.0,1008.2
2020-01-03 18:05:00,,45.230000000000004,7.2,99.0,0.0,11.649999999999999,220.0,1008.4000000000001
2020-01-03 18:20:00,,45.5,7.2,98.0,0.0,12.1,220.0,1008.6
2020-01-03 18:35:00,,45.769999999999996,7.2,97.0,0.0,12.55,220.0,1008.8
2020-01-03 18:50:00,2020-01-03 19:00:00,46.04,7.2,96.0,0.0,13.0,220.0,1009.0
2020-01-03 19:05:00,,46.04,7.35,97.0,0.0,11.65,222.5,1009.0
2020-01-03 19:20:00,,46.04,7.5,98.0,0.0,10.3,225.0,1009.0
2020-01-03 19:35:00,,46.04,7.65,99.0,0.0,8.95,227.5,1009.0
2020-01-03 19:50:00,2020-01-03 20:00:00,46.04,7.8,100.0,0.0,7.6,230.0,1009.0
2020-01-03 20:05:00,,46.04,7.65,99.0,0.0,8.5,230.0,1009.075
2020-01-03 20:20:00,,46.04,7.5,98.0,0.0,9.399999999999999,230.0,1009.15
2020-01-03 20:35:00,,46.04,7.35,97.0,0.0,10.299999999999999,230.0,1009.2249999999999
2020-01-03 20:50:00,2020-01-03 21:00:00,46.04,7.2,96.0,0.0,11.2,230.0,1009.3
2020-01-03 21:05:00,,46.04,7.2,96.0,0.0,13.0,230.0,1009.375
2020-01-03 21:20:00,,46.04,7.2,96.0,0.0,14.799999999999999,230.0,1009.45
2020-01-03 21:35:00,,46.04,7.2,96.0,0.0,16.599999999999998,230.0,1009.525
